,gen,class,primary_cat,sub_cat,infr_desc,infr_date,harm,sex,party,dup,year,event_unique_id,subject,notes,
1508,Male,2017,Drugs,Possession/use of other drug,"served alcohol to minors, was found in possession of a driver's license belonging to someone else, and was found in possession of illegal drugs, namely mdma (ecstasy).",9/8/13,0,0,1,0,2014,2013-09-08_Drugs_0_0_1_0,1,,
1509,Female,2015,Drugs,Possession/use of other drug,"possession of ritalin in the spring of 2013, in that she asked her roommate for a patch, and it was given to her.",5/1/13,0,0,0,1,2014,2013-05-01_Drugs_0_0_0_1,1,,
1510,Female,2016,Drugs,Other drugs,"distribution of a prescription drug, in that she made ritalin patch available to another student at her request, despite the fact that other student did not have a prescription.",5/1/13,0,0,0,1,2014,2013-05-01_Drugs_0_0_0_1,2,,
1511,Male,2016,Health and Safety,Other health/safety,"defecated in recycling bin in his dorm room, while intoxicated.",10/11/13,1,0,1,0,2014,2013-10-11_Health and Safety_1_0_1_0,1,,
1512,Male,2015,Disorderly Conduct,Unauthorized entry,slept in a common area of a university building overnight.,9/25/13,0,0,0,0,2014,2013-09-25_Disorderly Conduct_0_0_0_0,1,,
1513,Male,2017,Theft,Theft/misappropriation of University property,"misappropriation of university property, in that he removed the bed frame from his dorm room.",11/1/13,0,0,0,0,2014,2013-11-01_Theft_0_0_0_0,1,,
1514,Male,2014,Alcohol,Serving to/by minors: high risk,student admitted to serving vodka and champagne to his oa freshmen.,9/8/13,0,0,1,0,2014,2013-09-08_Alcohol_0_0_1_0,1,,
1515,Male,2017,Property Damage & Vandalism,Damage of University property,"property damage, in that he broke a window in the forbes lobby while intoxicated.",11/13/13,0,0,1,0,2014,2013-11-13_Property Damage & Vandalism_0_0_1_0,1,,
1516,Male,2017,Disorderly Conduct,Non-cooperation with medical personnel,"non-cooperation with medical personnel, in that he left umcpp without waiting for dps to transport him back to campus.",10/28/13,0,0,0,0,2014,2013-10-28_Disorderly Conduct_0_0_0_0,1,,
1517,Female,2016,Drugs,Possession of drug paraphernalia,"possession and use of marijuana, in that the student admitted to smoking marijuana and using a vaporizer in her dorm room.",11/14/13,0,0,1,1,2014,2013-11-14_Drugs_0_0_1_1,1,,
1518,Female,2016,Drugs,Possession/use of marijuana,"possession and use of marijuana, in that the student admitted to smoking marijuana and using a vaporizer in her dorm room.",11/14/13,0,0,1,1,2014,2013-11-14_Drugs_0_0_1_1,1,,
1519,Male,2014,Health and Safety,Other health/safety,"violation of the health and safety policy, in that when a tradesperson came to the student's room in response to a work order, he found bottles of urine.",11/18/13,1,0,0,0,2014,2013-11-18_Health and Safety_1_0_0_0,1,,
1520,Male,2014,Alcohol,Serving to/by minors: low risk,"serving violation, in that beer was served to minors in footnotes' practice room in walker hall.",11/16/13,0,0,1,0,2014,2013-11-16_Alcohol_0_0_1_0,1,,
1521,Male,2015,Harassment/Respect for Others,Respect for others,student used a homophobic slur with a public safety officer while being transported to umcpp for treatment due to intoxication.,11/16/13,1,0,1,0,2014,2013-11-16_Harassment/Respect for Others_1_0_1_0,1,,
1522,Male,2015,Disorderly Conduct,Other disorderly conduct,"engaged in sexual intercourse with another student while she was incapacitated and therefore unable to consent, after targeting her and separating her from other students. also committed relatively minor disorderly conduct on a subsequent occasion.",11/2/13,1,1,1,1,2014,2013-11-02_Disorderly Conduct_1_1_1_1,1,,
1523,Male,2015,Sexual Misconduct,Non-consensual sexual penetration,"engaged in sexual intercourse with another student while she was incapacitated and therefore unable to consent, after targeting her and separating her from other students. also committed relatively minor disorderly conduct on a subsequent occasion.",11/2/13,1,1,1,1,2014,2013-11-02_Sexual Misconduct_1_1_1_1,1,,
1524,Male,2020,Disorderly Conduct,Non-cooperation with DPS/police,"violation of the policy on personal safety, in that he made three vocal threats against another student and non-cooperation with public safety while intoxicated.",10/13/13,1,0,1,1,2014,2013-10-13_Disorderly Conduct_1_0_1_1,1,,
1525,Male,2020,Harassment/Respect for Others,Intimidation/threat,"violation of the policy on personal safety, in that he made three vocal threats against another student and non-cooperation with public safety while intoxicated.",10/13/13,1,0,1,1,2014,2013-10-13_Harassment/Respect for Others_1_0_1_1,1,,
1526,Male,2015,Dishonesty/Fraud,Other fraud,student used a senior's parking pass to gain access to a parking lot closer to his on-campus residence.,11/26/13,0,0,0,0,2014,2013-11-26_Dishonesty/Fraud_0_0_0_0,1,,
1527,Male,2016,Alcohol,Serving to/by minors: high risk,served hard alcohol to another student.,11/21/13,0,0,1,0,2014,2013-11-21_Alcohol_0_0_1_0,1,,
1528,Male,2015,Drugs,Possession/use of marijuana,student smoked marijuana in dorm room.,11/21/13,0,0,0,0,2014,2013-11-21_Drugs_0_0_0_0,1,,
1529,Male,2015,Theft,Theft/misappropriation of personal property,"misappropriation of personal property, in that he took another student's bicycle without permission andused it for approximately 6 weeks.",10/11/13,1,0,0,0,2014,2013-10-11_Theft_1_0_0_0,1,,
1530,Male,2016,Drugs,Possession/use of marijuana,student was observed smoking marijuana by public safety through an open window.,12/4/13,0,0,1,1,2014,2013-12-04_Drugs_0_0_1_1,1,,
1531,Male,2016,Drugs,Possession/use of marijuana,student was observed smoking marijuana.,12/4/13,0,0,1,1,2014,2013-12-04_Drugs_0_0_1_1,2,,
1532,Male,2016,Drugs,Possession/use of marijuana,observed smoking marijuana.,12/4/13,0,0,1,1,2014,2013-12-04_Drugs_0_0_1_1,3,,
1533,Male,2017,Theft,Theft/misappropriation of University property,"had a ""nursing staff parking only"" sign attached to a pole found in his room during residential fire inspection conducted on november 20th, 2013.",11/20/13,0,0,0,0,2014,2013-11-20_Theft_0_0_0_0,1,,
1534,Female,2017,Alcohol,Other alcohol,"in a written acknowledgement, webb reports that she was playing beer pong.",10/13/13,0,0,1,0,2014,2013-10-13_Alcohol_0_0_1_0,1,,
1535,Male,2020,Harassment/Respect for Others,Violation of dean's no-contact order,violation of dnco in that he went to other student's residence hall.,12/9/13,1,0,0,0,2014,2013-12-09_Harassment/Respect for Others_1_0_0_0,1,,
1536,Male,2015,Harassment/Respect for Others,Other harassment/respect,"student acknowleged vandalizing another student's car (putting vaseline on the windshield and door handles, deflating tires, and posting two false online ads indicating that thecar was for sale) for the purpose of causing the other student distress.",11/16/13,1,0,0,1,2014,2013-11-16_Harassment/Respect for Others_1_0_0_1,1,,
1537,Male,2015,Property Damage & Vandalism,Damage of private property,"student acknowleged vandalizing another student's car (putting vaseline on the windshield and door handles, deflating tires, and posting two false online ads indicating that thecar was for sale) for the purpose of causing the other student distress.",11/16/13,1,0,0,1,2014,2013-11-16_Property Damage & Vandalism_1_0_0_1,1,,
1538,Male,2017,Sexual Misconduct,Sexual exploitation,"photographed another student without her knowledge or consent while she was engaged in an intimate sexual act, and showed this photo to other students.",9/19/13,1,1,0,0,2014,2013-09-19_Sexual Misconduct_1_1_0_0,1,,
1539,Male,2016,Drugs,Possession/use of marijuana,possession and use of marijuana.,1/8/14,0,0,1,1,2014,2014-01-08_Drugs_0_0_1_1,1,,
1540,Male,2016,Drugs,Possession/use of marijuana,possession and use of marijuana.,1/8/14,0,0,1,1,2014,2014-01-08_Drugs_0_0_1_1,1,,
1541,Male,2017,Disorderly Conduct,Other disorderly conduct,"knocked on the door of a private residence late at night, while intoxicated.",12/18/13,0,0,1,0,2014,2013-12-18_Disorderly Conduct_0_0_1_0,1,,
1542,Male,2015,Alcohol,Participant: drinking games/excessive drinking,participated in a drinking game in his dorm room.,10/17/14,0,0,1,0,2014,2014-10-17_Alcohol_0_0_1_0,1,,
1543,Male,2020,Alcohol,Minor in possession in common area,"minor in possession of alcohol, in that the student waited outside liquor store and carried beer for his friend, who had entered the store and purchased alcohol.",10/25/14,0,0,1,0,2014,2014-10-25_Alcohol_0_0_1_0,1,,
1544,Male,2014,Alcohol,Serving to/by minors: high risk,"student was in possession of ritalin for which he had no prescription, multiple bags of marijuana, and drug paraphernalia. student also made hard alcohol available to minors in his room.",2/3/14,0,0,1,1,2014,2014-02-03_Alcohol_0_0_1_1,1,,
1545,Male,2015,Disorderly Conduct,Non-cooperation with DPS/police,student was smoking marijuana and attempted to escape through the window when dps arrived.,2/2/14,0,0,1,1,2014,2014-02-02_Disorderly Conduct_0_0_1_1,1,,
1546,Male,2014,Drugs,Possession of drug paraphernalia,"student was in possession of ritalin for which he had no prescription, multiple bags of marijuana, and drug paraphernalia. student also made hard alcohol available to minors in his room.",2/3/14,0,0,1,1,2014,2014-02-03_Drugs_0_0_1_1,1,,
1547,Male,2014,Drugs,Possession/use of marijuana,"student was in possession of ritalin for which he had no prescription, multiple bags of marijuana, and drug paraphernalia. student also made hard alcohol available to minors in his room.",2/3/14,0,0,1,1,2014,2014-02-03_Drugs_0_0_1_1,1,,
1548,Male,2014,Drugs,Unauthorized possession/use of prescription drugs,"student was in possession of ritalin for which he had no prescription, multiple bags of marijuana, and drug paraphernalia. student also made hard alcohol available to minors in his room.",2/3/14,0,0,1,1,2014,2014-02-03_Drugs_0_0_1_1,1,,
1549,Male,2015,Drugs,Possession/use of marijuana,student was smoking marijuana and attempted to escape through the window when dps arrived.,2/2/14,0,0,1,1,2014,2014-02-02_Drugs_0_0_1_1,1,,
1550,Male,2016,Drugs,Possession/use of marijuana,smoked marijuana.,2/2/14,0,0,1,0,2014,2014-02-02_Drugs_0_0_1_0,1,,
1551,Male,2016,Drugs,Possession of drug paraphernalia,"anonymous caller to psafe alerted them to the smell of marijuana in student's room. he admitted to smoking. pipe, grinder, bong also found.",2/12/14,0,0,1,1,2014,2014-02-12_Drugs_0_0_1_1,1,,
1552,Male,2016,Drugs,Possession/use of marijuana,"anonymous caller to psafe alerted them to the smell of marijuana in student's room. he admitted to smoking. pipe, grinder, bong also found.",2/12/14,0,0,1,1,2014,2014-02-12_Drugs_0_0_1_1,1,,
1553,Male,2017,Disorderly Conduct,Public urination,"while intoxicated, student followed janitor into bathroom stall and closed the door behind him. repeated ""is there anything i can do for you?"" scaring the janitor. student previously urinated in the hallway in his dorm room.",1/15/14,1,0,1,0,2014,2014-01-15_Disorderly Conduct_1_0_1_0,1,,
1554,Male,2017,Harassment/Respect for Others,Intimidation/threat,"while intoxicated, student followed janitor into bathroom stall and closed the door behind him. repeated ""is there anything i can do for you?"" scaring the janitor. student previously urinated in the hallway in his dorm room.",1/15/14,1,0,1,0,2014,2014-01-15_Harassment/Respect for Others_1_0_1_0,1,,
1555,Female,2016,Harassment/Respect for Others,Respect for others,"violated respect for others policy on november 15th, 2013, in that some of her behaviors, including preventing another student from leaving his own room, created a hostile and intimating environment.",11/15/13,1,0,0,0,2014,2013-11-15_Harassment/Respect for Others_1_0_0_0,1,,
1556,Male,2016,Harassment/Respect for Others,Violation of dean's no-contact order,"student violated a no contact order on two occasions, 11/10/13 and 11/23/13, when he went to the dormitory room of the other student.",11/10/13,1,0,0,0,2014,2013-11-10_Harassment/Respect for Others_1_0_0_0,1,,
1557,Female,2015,Health and Safety,Arson/setting fire,"lit fire behind architecture building in order to burn a project. student was dishonest with public safety and dsl, claiming to have permission from her prof, when, in fact, he merely suggested she use acetone to burn the coil of wire.",12/5/13,0,0,0,0,2014,2013-12-05_Health and Safety_0_0_0_0,1,,
1558,Male,2017,Dishonesty/Fraud,Dishonesty with DPS,"student photographed and used another student's credit card and made three unauthorized purchases amounting to approx. $500.  on a separate occasion, student made a fraudulent call to the dps emergency line.",10/4/13,1,0,0,1,2014,2013-10-04_Dishonesty/Fraud_1_0_0_1,1,,
1559,Male,2017,Theft,Theft/misappropriation of personal property,"student photographed and used another student's credit card and made three unauthorized purchases amounting to approx. $500.  on a separate occasion, student made a fraudulent call to the dps emergency line.",10/4/13,1,0,0,1,2014,2013-10-04_Theft_1_0_0_1,1,,
1560,Male,2014,Assault,Assault of student,"entered the dorm room of another student while intoxicated, believing it to be his own; was physically aggressive with room's resident upon entry; left the uhsbefore he was discharged.",2/7/14,1,0,1,1,2014,2014-02-07_Assault_1_0_1_1,1,,
1561,Male,2014,Disorderly Conduct,Non-cooperation with medical personnel,"entered the dorm room of another student while intoxicated, believing it to be his own; was physically aggressive with room's resident upon entry; left the uhsbefore he was discharged.",2/7/14,1,0,1,1,2014,2014-02-07_Disorderly Conduct_1_0_1_1,1,,
1562,Male,2014,Disorderly Conduct,Unauthorized entry,"entered the dorm room of another student while intoxicated, believing it to be his own; was physically aggressive with room's resident upon entry; left the uhsbefore he was discharged.",2/7/14,1,0,1,1,2014,2014-02-07_Disorderly Conduct_1_0_1_1,1,,
1563,Female,2014,Disorderly Conduct,Non-cooperation with DPS/police,failure to cooperate with dps (refused to show id and physically resistant).,2/7/14,0,0,0,0,2014,2014-02-07_Disorderly Conduct_0_0_0_0,1,,
1564,Male,2014,Property Damage & Vandalism,Damage of University property,acknowledged responsibility for the behavior of tiger inn members who damaged university property during eating club pick-ups.,2/7/14,0,0,0,0,2014,2014-02-07_Property Damage & Vandalism_0_0_0_0,1,,
1565,Male,2018,Alcohol,Serving to/by minors: high risk,"as a room resident, he was not present for the party and was unaware that hard alochol would be served, but is still responsible for activities in his residence.",2/22/14,0,0,1,0,2014,2014-02-22_Alcohol_0_0_1_0,1,,
1566,Male,2017,Alcohol,Serving to/by minors: high risk,hosted a party at which hard alcohol was made available to minors.,2/22/14,0,0,1,1,2014,2014-02-22_Alcohol_0_0_1_1,1,,
1567,Male,2018,Alcohol,Serving to/by minors: high risk,"aware a party was taking place in his suite, and remained there (albeit in his room), for the entireity of the party. alcohol was made available to minors during the party.",2/22/14,0,0,1,1,2014,2014-02-22_Alcohol_0_0_1_1,2,,
1568,Male,2017,Alcohol,Serving to/by minors: high risk,hosted a party at which hard alcohol was made available to minors.,2/22/14,0,0,1,1,2014,2014-02-22_Alcohol_0_0_1_1,3,,
1569,Male,2018,Alcohol,Serving to/by minors: high risk,hosted a party at which hard alcohol was made available to minors.,2/22/14,0,0,1,1,2014,2014-02-22_Alcohol_0_0_1_1,4,,
1570,Male,2017,Alcohol,Serving to/by minors: high risk,hosted a party at which hard alcohol was made available to minors.,2/22/14,0,0,1,1,2014,2014-02-22_Alcohol_0_0_1_1,5,,
1571,Male,2017,Alcohol,Serving to/by minors: high risk,hosted a party at which hard alcohol was made available to minors.,2/22/14,0,0,1,1,2014,2014-02-22_Alcohol_0_0_1_1,6,,
1572,Male,2017,Alcohol,Serving to/by minors: high risk,hosted a party at which hard alcohol was made available to minors.,2/22/14,0,0,1,1,2014,2014-02-22_Alcohol_0_0_1_1,7,,
1573,Female,2017,Drugs,Possession/use of marijuana,smoked marijuana in dorm room.,2/21/14,0,0,1,1,2014,2014-02-21_Drugs_0_0_1_1,1,,
1574,Female,2017,Drugs,Possession of drug paraphernalia,smoked marijuana in dorm room and was in possession of glass pipe.,2/21/14,0,0,1,1,2014,2014-02-21_Drugs_0_0_1_1,2,,
1575,Female,2017,Drugs,Possession/use of marijuana,smoked marijuana in dorm room and was in possession of glass pipe.,2/21/14,0,0,1,1,2014,2014-02-21_Drugs_0_0_1_1,3,,
1576,Male,2017,Health and Safety,Tampering with fire alarm/extinguisher,discharged a fire extinguisher while intoxicated.,2/15/14,0,0,1,1,2014,2014-02-15_Health and Safety_0_0_1_1,1,,
1577,Male,2017,Health and Safety,Tampering with fire alarm/extinguisher,discharged fire extinguisher while intoxicated.,2/15/14,0,0,1,1,2014,2014-02-15_Health and Safety_0_0_1_1,1,,
1578,Male,2014,Health and Safety,Tampering with fire alarm/extinguisher,used a plastic bag to cover smoke detector in his dorm room while smoking a tobacco cigarette.,2/14/14,0,0,0,0,2014,2014-02-14_Health and Safety_0_0_0_0,1,,
1579,Male,2015,Alcohol,Serving to/by minors: low risk,underage students drinking beer in his residence hall room.,2/8/14,0,0,1,0,2014,2014-02-08_Alcohol_0_0_1_0,1,,
1580,Male,2015,Alcohol,Serving to/by minors: low risk,student consented to a party his roommates were hosting where beer was served to minors.,2/12/14,0,0,1,0,2014,2014-02-12_Alcohol_0_0_1_0,1,,
1581,Male,2015,Alcohol,Serving to/by minors: low risk,underage students drinking beer in his dorm room.,2/8/14,0,0,1,0,2014,2014-02-08_Alcohol_0_0_1_0,2,2nd person for event described on row 1580,
1582,Female,2016,Alcohol,Minor in possession in common area,"minor in possession of alcohol, in that she carried a bag containing hard alcohol purchased by an of-age friend on nassau street.",2/14/14,0,0,1,1,2014,2014-02-14_Alcohol_0_0_1_1,1,,
1583,Female,2016,Alcohol,Procuring alcohol for minor,purchased alcohol at a vendor on nassau street and gave it to a minor to carry.,2/14/14,0,0,0,1,2014,2014-02-14_Alcohol_0_0_0_1,1,,
1584,Female,2017,Dishonesty/Fraud,Dishonesty in Univ. matters,student altered records in university database to change her parents' home address in an effort to prevent them from receiving correspondence from the university.,2/19/14,0,0,0,0,2014,2014-02-19_Dishonesty/Fraud_0_0_0_0,1,,
1585,Male,2017,Alcohol,Serving to/by minors: low risk,hosted a party at which hard alcohol was served.,3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,1,,
1586,Male,2017,Alcohol,Serving to/by minors: high risk,hosted a party at which hard alcohol was served.,3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,2,,
1587,Male,2017,Drugs,Possession of drug paraphernalia,"smoking and possession of marijuana in residence hall, and possession and use of a vaporizer.",3/6/14,0,0,1,0,2014,2014-03-06_Drugs_0_0_1_0,1,,
1588,Male,2017,Drugs,Possession/use of marijuana,"smoking and possession of marijuana in residence hall, and possession and use of a vaporizer.",3/6/14,0,0,1,0,2014,2014-03-06_Drugs_0_0_1_0,1,,
1589,Male,2017,Drugs,Possession/use of marijuana,smoked marijuana in a friend'd dorm room.,3/6/14,0,0,1,0,2014,2014-03-06_Drugs_0_0_1_0,2,2nd person for event described on row 1588,
1590,Female,2014,Property Damage & Vandalism,Other property damage,"student misappropriated a set of headphones from the u store, and was found responsible for property damage, in that she opened a food container and left it on a shelf, which rendered it unsellable.",3/6/14,0,0,0,1,2014,2014-03-06_Property Damage & Vandalism_0_0_0_1,1,,
1591,Female,2014,Theft,Theft/misappropriation of University property,"student misappropriated a set of headphones from the u store, and was found responsible for property damage, in that she opened a food container and left it on a shelf, which rendered it unsellable.",3/6/14,0,0,0,1,2014,2014-03-06_Theft_0_0_0_1,1,,
1592,Female,2014,Theft,Theft/misappropriation of University property,student shoplifted sushi from the pu store while intoxicated.,3/6/14,0,0,1,0,2014,2014-03-06_Theft_0_0_1_0,1,,
1593,Male,2018,Disorderly Conduct,Unauthorized entry,unauthorized entry into women's bathroom while intoxicated.,1/1/14,1,0,1,0,2014,2014-01-01_Disorderly Conduct_1_0_1_0,1,,
1594,Male,2015,Drugs,Possession/use of marijuana,student smoked marijuana in dorm room.,2/25/14,0,0,0,0,2014,2014-02-25_Drugs_0_0_0_0,1,,
1595,Male,2017,Dishonesty/Fraud,Other fraud,"smoked marijuana on several occasions, despite roommates' objections; violated a dnco; impersonated another student while in the care of uhs/umcpp; uncooperative with dps; left uhs without being discharged.",1/29/14,0,0,0,0,2014,2014-01-29_Dishonesty/Fraud_0_0_0_0,1,,
1596,Male,2017,Disorderly Conduct,Non-cooperation with DPS/police,"smoked marijuana on several occasions, despite roommates' objections; violated a dnco; impersonated another student while in the care of uhs/umcpp; uncooperative with dps; left uhs without being discharged.",1/29/14,0,0,0,1,2014,2014-01-29_Disorderly Conduct_0_0_0_1,1,,
1597,Male,2017,Disorderly Conduct,Non-cooperation with medical personnel,"smoked marijuana on several occasions, despite roommates' objections; violated a dnco; impersonated another student while in the care of uhs/umcpp; uncooperative with dps; left uhs without being discharged.",1/29/14,0,0,0,1,2014,2014-01-29_Disorderly Conduct_0_0_0_1,1,,
1598,Male,2017,Drugs,Possession/use of marijuana,"smoked marijuana on several occasions, despite roommates' objections; violated a dnco; impersonated another student while in the care of uhs/umcpp; uncooperative with dps; left uhs without being discharged.",1/29/14,0,0,0,1,2014,2014-01-29_Drugs_0_0_0_1,1,,
1599,Male,2017,Harassment/Respect for Others,Violation of dean's no-contact order,"smoked marijuana on several occasions, despite roommates' objections; violated a dnco; impersonated another student while in the care of uhs/umcpp; uncooperative with dps; left uhs without being discharged.",1/29/14,0,0,0,1,2014,2014-01-29_Harassment/Respect for Others_0_0_0_1,1,,
1600,Male,2017,Alcohol,Minor in possession in common area,found as a minor in possess of an open container of alcohol (beer) in a public space.,3/15/14,0,0,1,0,2014,2014-03-15_Alcohol_0_0_1_0,1,,
1601,Male,2016,Alcohol,Minor in possession in common area,found in joline/blair courtyard with several bottles of beer.,3/15/14,0,0,1,0,2014,2014-03-15_Alcohol_0_0_1_0,2,,
1602,Male,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,1,,
1603,Male,2014,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,2,,
1604,Male,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew-night hosted ""golf night,"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,3,,
1605,Male,2016,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,4,,
1606,Male,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,5,,
1607,Male,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,6,,
1608,Male,2014,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,7,,
1609,Female,2015,Alcohol,Host: drinking games/excessive drinking,"consented to having a party in her room where alcohol was being served. while she did not participate herself, her consent to the party still leaves her liable for what happens in her room regardless.",3/1/14,0,0,1,0,2014,2014-03-01_Alcohol_0_0_1_0,8,,
1610,Male,2014,Alcohol,Host: drinking games/excessive drinking,"as part of crew-team organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,9,,
1611,Male,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/31/14,0,0,1,1,2014,2014-03-31_Alcohol_0_0_1_1,10,"judging by the rest of the events that surround this one, it looks like the date is mislabeled? I coded it as if it were part of the surrounding event infractions",
1612,Male,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,11,,
1613,Male,2016,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,12,,
1614,Male,2016,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night"" student hosted a ""hole"" as part of a larger drinking game during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,13,,
1615,Male,2014,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,14,,
1616,Female,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night"" student hosted a ""hole"" as part of a larger drinking game, during which hard alochol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,15,,
1617,Male,2014,Alcohol,Host: drinking games/excessive drinking,"as part of the crew-team organized golf night, student hosted a ""hole,"" as part of a larger drinking game during which hard alcohol was made available to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,16,,
1618,Male,2014,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,17,,
1619,Female,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,18,,
1620,Male,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,19,,
1621,Female,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,20,,
1622,Male,2015,Alcohol,Serving to/by minors: low risk,"consented to his room's use for a ""hole"" in the crew team-organized ""golf night"" which amounted to an extensive drinking game during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,21,,
1623,Male,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game at which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,22,,
1624,Male,2015,Alcohol,Host: drinking games/excessive drinking,"as part of crew-organized ""golf night,"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,23,,
1625,Male,2014,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night"" student hosted a ""hole"" as part of a larger drinking game, during which hard alcohol was served to minors.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,24,,
1626,Male,2014,Alcohol,Host: drinking games/excessive drinking,"participated in, and knew roommates were participating in, crew-team organized ""golf night"" at which students hosted 1 of 9 ""holes"" as part of a larger drinking game during which hard alcohol was served to minors.",3/1/14,0,0,1,0,2014,2014-03-01_Alcohol_0_0_1_0,25,,
1627,Male,2016,Alcohol,Host: drinking games/excessive drinking,"as part of crew team-organized ""golf night,"" student hosted a ""hole"" as part of larger drinking game during which hard alcohol was served to minors.",3/1/14,0,0,1,0,2014,2014-03-01_Alcohol_0_0_1_0,26,,
1628,Female,2014,Alcohol,Host: drinking games/excessive drinking,"planned and organized crew team event ""golf night,"" which entailed students hosting one of nine ""holes"" as part of a large-scale drinking game.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,27,,
1629,Male,2014,Alcohol,Host: drinking games/excessive drinking,"planned and organized crew team event ""golf night,"" which entailed students hosting one of nine ""holes"" as part of a large-scale drinking game.",3/1/14,0,0,1,1,2014,2014-03-01_Alcohol_0_0_1_1,28,,
