"","X","gen","class","primary_cat","sub_cat","infr_desc","infr_date","harm","sex","party","dup","year","event_unique_id","subject","notes","X.1","null","deans_date","month","semester","term","month_year"
"1279",1329,"Male",2015,"Drugs","Possession/use of other drug","held responsible for possession of lsd, which he said his friend was storing (with his permission) in his room.",2012-12-27,"0","0","0",1,"2012","2012-12-27_Drugs_0_0_0_1",1,"",NA,"1","0","Dec","Fall","Fall 2012","Dec 2012"
"1280",1330,"Male",2015,"Drugs","Possession of drug paraphernalia","possession and use of marijuana, and possession of drug paraphernalia.",2012-12-27,"0","0","0",1,"2012","2012-12-27_Drugs_0_0_0_1",2,"",NA,"1","0","Dec","Fall","Fall 2012","Dec 2012"
"1281",1331,"Male",2015,"Drugs","Possession/use of marijuana","possession and use of marijuana, and possession of drug paraphernalia.",2012-12-27,"0","0","0",1,"2012","2012-12-27_Drugs_0_0_0_1",3,"",NA,"1","0","Dec","Fall","Fall 2012","Dec 2012"
"1282",1319,"Male",2018,"Disorderly Conduct","Non-cooperation with medical personnel","phyiscally non-cooperative at umcpp, uhs, and dps, including spitting, kicking, and grabbing at personnel; possession of marijuana in dorm room; disorderly conduct toward students assisting him (grabbing, touching).",2013-01-06,"1","0","1",1,"2013","2013-01-06_Disorderly Conduct_1_0_1_1",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1283",1320,"Male",2018,"Disorderly Conduct","Other disorderly conduct","phyiscally non-cooperative at umcpp, uhs, and dps, including spitting, kicking, and grabbing at personnel; possession of marijuana in dorm room; disorderly conduct toward students assisting him (grabbing, touching).",2013-01-06,"1","0","1",1,"2013","2013-01-06_Disorderly Conduct_1_0_1_1",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1284",1321,"Male",2018,"Drugs","Possession/use of marijuana","phyiscally non-cooperative at umcpp, uhs, and dps, including spitting, kicking, and grabbing at personnel; possession of marijuana in dorm room; disorderly conduct toward students assisting him (grabbing, touching).",2013-01-06,"1","0","1",1,"2013","2013-01-06_Drugs_1_0_1_1",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1285",1325,"Female",2016,"Assault","Assault of student","student refused to leave another student's room; destroyed/damaged a student's electronic equipment; pushed another student; physically resisted and fled from dps officers who were trying to provide her with medical assistance.",2013-01-08,"1","0","0",1,"2013","2013-01-08_Assault_1_0_0_1",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1286",1326,"Female",2016,"Disorderly Conduct","Non-cooperation with DPS/police","student refused to leave another student's room; destroyed/damaged a student's electronic equipment; pushed another student; physically resisted and fled from dps officers who were trying to provide her with medical assistance.",2013-01-08,"1","0","0",1,"2013","2013-01-08_Disorderly Conduct_1_0_0_1",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1287",1327,"Female",2016,"Disorderly Conduct","Unauthorized entry","student refused to leave another student's room; destroyed/damaged a student's electronic equipment; pushed another student; physically resisted and fled from dps officers who were trying to provide her with medical assistance.",2013-01-08,"1","0","0",1,"2013","2013-01-08_Disorderly Conduct_1_0_0_1",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1288",1328,"Female",2016,"Property Damage & Vandalism","Damage of private property","student refused to leave another student's room; destroyed/damaged a student's electronic equipment; pushed another student; physically resisted and fled from dps officers who were trying to provide her with medical assistance.",2013-01-08,"1","0","0",1,"2013","2013-01-08_Property Damage & Vandalism_1_0_0_1",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1289",1317,"Male",2014,"Disorderly Conduct","Public urination","entered a female student's room in the middle of the night and urinated on the floor next to her bed, and failed to leave when she asked him to leave.",2013-01-10,"1","1","1",1,"2013","2013-01-10_Disorderly Conduct_1_1_1_1",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1290",1318,"Male",2014,"Disorderly Conduct","Unauthorized entry","entered a female student's room in the middle of the night and urinated on the floor next to her bed, and failed to leave when she asked him to leave.",2013-01-10,"1","1","1",1,"2013","2013-01-10_Disorderly Conduct_1_1_1_1",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1291",1339,"Male",2014,"Dishonesty/Fraud","Dishonesty in Univ. matters","attempted to gain an unfair advantage, in that he lied to his professor about having written his paper for pol 220 by the expected due date.",2013-01-14,"0","0","0",0,"2013","2013-01-14_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Jan","Spring","Spring 2013","Jan 2013"
"1292",1316,"Male",2014,"Assault","Assault -- Other","while intoxicated, student punched a non-student bouncer at an eating club.",2013-01-16,"1","0","1",0,"2013","2013-01-16_Assault_1_0_1_0",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1293",1338,"Female",2015,"Theft","Other theft/misappropriation","ate a piece of bulk candy in the c-store prior to paying for it.",2013-01-18,"0","0","0",0,"2013","2013-01-18_Theft_0_0_0_0",1,"",NA,"1","0","Jan","Spring","Spring 2013","Jan 2013"
"1294",1323,"Male",2013,"Theft","Other theft/misappropriation","misappropriation of property--ate a doughnut at the wawa without paying for it while under the influence of alcohol.",2013-01-20,"0","0","1",0,"2013","2013-01-20_Theft_0_0_1_0",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1295",1353,"Female",2016,"Dishonesty/Fraud","Dishonesty in Univ. matters","student misappropriated network passwords of three instructors, fraudulently submitted a false grade in one class, fraudulently submitted false grade change requests in two classes, and committed various other violations of dishonesty and it policies.",2013-01-23,"0","0","0",1,"2013","2013-01-23_Dishonesty/Fraud_0_0_0_1",1,"",NA,"1","0","Jan","Spring","Spring 2013","Jan 2013"
"1296",1354,"Female",2016,"Information Technology","Fraudulent or dishonest electronic activity","student misappropriated network passwords of three instructors, fraudulently submitted a false grade in one class, fraudulently submitted false grade change requests in two classes, and committed various other violations of dishonesty and it policies.",2013-01-23,"0","0","0",1,"2013","2013-01-23_Information Technology_0_0_0_1",1,"",NA,"1","0","Jan","Spring","Spring 2013","Jan 2013"
"1297",1355,"Female",2016,"Information Technology","Unauthorized access of private electronic resource","student misappropriated network passwords of three instructors, fraudulently submitted a false grade in one class, fraudulently submitted false grade change requests in two classes, and committed various other violations of dishonesty and it policies.",2013-01-23,"0","0","0",1,"2013","2013-01-23_Information Technology_0_0_0_1",1,"",NA,"1","0","Jan","Spring","Spring 2013","Jan 2013"
"1298",1356,"Female",2016,"Theft","Other theft/misappropriation","student misappropriated network passwords of three instructors, fraudulently submitted a false grade in one class, fraudulently submitted false grade change requests in two classes, and committed various other violations of dishonesty and it policies.",2013-01-23,"0","0","0",1,"2013","2013-01-23_Theft_0_0_0_1",1,"",NA,"1","0","Jan","Spring","Spring 2013","Jan 2013"
"1299",1380,"Male",2014,"Assault","Assault of student","engaged in a mutual fight with another student during ice hockey practice.",2013-01-28,"1","0","0",1,"2013","2013-01-28_Assault_1_0_0_1",1,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1300",1381,"Male",2013,"Assault","Assault of student","struck a teammate with a closed fist at hockey practice, as a result of which the other student had to get stitches.",2013-01-28,"1","0","0",1,"2013","2013-01-28_Assault_1_0_0_1",2,"",NA,"0","0","Jan","Spring","Spring 2013","Jan 2013"
"1301",1336,"Male",2015,"Dishonesty/Fraud","Allow other to use ID: no alcohol","allowed another princeton student to use his tigercard and meal plan during intersession.",2013-01-29,"0","0","0",1,"2013","2013-01-29_Dishonesty/Fraud_0_0_0_1",1,"",NA,"1","0","Jan","Spring","Spring 2013","Jan 2013"
"1302",1337,"Female",2015,"Dishonesty/Fraud","Unauthorized use ID: no alcohol","used another princeton student's tigercard and meal plan during interession.",2013-01-29,"0","0","0",1,"2013","2013-01-29_Dishonesty/Fraud_0_0_0_1",2,"",NA,"1","0","Jan","Spring","Spring 2013","Jan 2013"
"1303",1332,"Male",2015,"Drugs","Possession/use of marijuana","student smoked marijuana in room.  5.57 grams of marijuana were confiscated by dps.",2013-02-04,"0","0","0",1,"2013","2013-02-04_Drugs_0_0_0_1",1,"",NA,"1","0","Feb","Spring","Spring 2013","Feb 2013"
"1304",1333,"Male",2015,"Drugs","Possession/use of marijuana","student was in possession of an airsoft gun and also smoked marijuana.",2013-02-04,"0","0","0",1,"2013","2013-02-04_Drugs_0_0_0_1",1,"",NA,"1","0","Feb","Spring","Spring 2013","Feb 2013"
"1305",1334,"Male",2015,"Health and Safety","Possession of firearm/gun/ammunition/weapon/etc.","student was in possession of an airsoft gun and also smoked marijuana.",2013-02-04,"0","0","0",1,"2013","2013-02-04_Health and Safety_0_0_0_1",1,"",NA,"1","0","Feb","Spring","Spring 2013","Feb 2013"
"1306",1340,"Male",2013,"Assault","Assault of student","student assaulted another student with whom he was in a romantic relationship during a mutual physical struggle, and violated a dnco on two occasions.",2013-02-09,"1","1","0",1,"2013","2013-02-09_Assault_1_1_0_1",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1307",1341,"Female",2013,"Assault","Assault of student","student assaulted another student with whom she was in a romantic relationship during a mutual physical struggle, and violated a dnco on two occasions.",2013-02-09,"1","1","0",1,"2013","2013-02-09_Assault_1_1_0_1",2,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1308",1342,"Male",2013,"Harassment/Respect for Others","Violation of dean's no-contact order","student assaulted another student with whom he was in a romantic relationship during a mutual physical struggle, and violated a dnco on two occasions.",2013-02-09,"1","1","0",1,"2013","2013-02-09_Harassment/Respect for Others_1_1_0_1",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1309",1343,"Female",2013,"Harassment/Respect for Others","Violation of dean's no-contact order","student assaulted another student with whom she was in a romantic relationship during a mutual physical struggle, and violated a dnco on two occasions.",2013-02-09,"1","1","0",1,"2013","2013-02-09_Harassment/Respect for Others_1_1_0_1",2,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1310",1386,"Female",2016,"Dishonesty/Fraud","Dishonesty in Univ. matters","made two false statements during official university investigation: one, that she brought a guest to lunch at dining hall on 3 occasions; two, that one of her roommates was off campus when the same guest was in her room.",2013-02-11,"0","0","0",0,"2013","2013-02-11_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2013","Feb 2013"
"1311",1344,"Male",2015,"Dishonesty/Fraud","Dishonesty with DPS","student was disorderly at a hockey game and with several u officials, including non-cooperation with dps, dishonesty with dps, and non-cooperation with medical personnel at umcpp. infractions occured while intoxicated.",2013-02-16,"0","0","1",1,"2013","2013-02-16_Dishonesty/Fraud_0_0_1_1",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1312",1345,"Male",2015,"Disorderly Conduct","Non-cooperation with DPS/police","student was disorderly at a hockey game and with several u officials, including non-cooperation with dps, dishonesty with dps, and non-cooperation with medical personnel at umcpp. infractions occured while intoxicated.",2013-02-16,"0","0","1",1,"2013","2013-02-16_Disorderly Conduct_0_0_1_1",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1313",1346,"Male",2015,"Disorderly Conduct","Non-cooperation with medical personnel","student was disorderly at a hockey game and with several u officials, including non-cooperation with dps, dishonesty with dps, and non-cooperation with medical personnel at umcpp. infractions occured while intoxicated.",2013-02-16,"0","0","1",1,"2013","2013-02-16_Disorderly Conduct_0_0_1_1",2,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1314",1347,"Male",2015,"Disorderly Conduct","Other disorderly conduct","student was disorderly at a hockey game and with several u officials, including non-cooperation with dps, dishonesty with dps, and non-cooperation with medical personnel at umcpp. infractions occured while intoxicated.",2013-02-16,"0","0","1",1,"2013","2013-02-16_Disorderly Conduct_0_0_1_1",3,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1315",1364,"Male",2015,"Disorderly Conduct","Non-cooperation with medical personnel","student left uhs without checking out after returning from hospital, where he was treated for intoxication and received stitches.",2013-02-16,"0","0","1",0,"2013","2013-02-16_Disorderly Conduct_0_0_1_0",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1316",1365,"Male",2015,"Assault","Assault of student","while intoxicated, student put another student in headlock. student was transported to umcpp, where he was disorderly and had to be sedated.",2013-02-16,"1","0","1",1,"2013","2013-02-16_Assault_1_0_1_1",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1317",1366,"Male",2015,"Disorderly Conduct","Non-cooperation with medical personnel","while intoxicated, student put another student in headlock. student was transported to umcpp, where he was disorderly and had to be sedated.",2013-02-16,"1","0","1",1,"2013","2013-02-16_Disorderly Conduct_1_0_1_1",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1318",1357,"Female",2013,"Theft","Other theft/misappropriation","misappropriation of two slices of pizza from frist campus center food gallery while intoxicated.",2013-02-17,"0","0","1",0,"2013","2013-02-17_Theft_0_0_1_0",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1319",1350,"Female",2014,"Health and Safety","Other health/safety","student posted threatening note in public dormitory kitchen that caused significant administrative and community response.",2013-02-20,"1","0","0",0,"2013","2013-02-20_Health and Safety_1_0_0_0",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1320",1363,"Male",2013,"Dishonesty/Fraud","Other fraud","obtained expired parking hangtag from graduated student, which he altered to be current and valid for use in lot 18.",2013-02-22,"0","0","0",0,"2013","2013-02-22_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Feb","Spring","Spring 2013","Feb 2013"
"1321",1358,"Male",2015,"Alcohol","Serving to/by minors: low risk","made beer available to underage students in his dorm room.",2013-02-23,"0","0","1",1,"2013","2013-02-23_Alcohol_0_0_1_1",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1322",1359,"Male",2015,"Alcohol","Serving to/by minors: low risk","made beer available to underage students in his dorm room.",2013-02-23,"0","0","1",1,"2013","2013-02-23_Alcohol_0_0_1_1",2,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1323",1360,"Male",2015,"Alcohol","Serving to/by minors: low risk","made beer available to underage students in his room.",2013-02-23,"0","0","1",1,"2013","2013-02-23_Alcohol_0_0_1_1",3,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1324",1361,"Male",2015,"Alcohol","Serving to/by minors: low risk","made beer available to underage students in his dorm room.",2013-02-23,"0","0","1",1,"2013","2013-02-23_Alcohol_0_0_1_1",4,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1325",1362,"Male",2015,"Assault","Assault of student","while intoxicated, pushed and tore the shirt of an rca who was doing rounds and inquiring about a party where this student was a guest.",2013-02-23,"1","0","1",0,"2013","2013-02-23_Assault_1_0_1_0",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1326",1349,"Male",2013,"Assault","Assault of student","shoved his girlfriend 3 times while intoxicated at frist while she was trying to help stop a verbal altercation that he was having with another male.",2013-02-24,"1","1","1",0,"2013","2013-02-24_Assault_1_1_1_0",1,"",NA,"0","0","Feb","Spring","Spring 2013","Feb 2013"
"1327",1373,"Male",2015,"Disorderly Conduct","Unauthorized entry","entered another student's room late at night and without knocking on closed door or announcing presence.",2013-03-08,"1","0","0",1,"2013","2013-03-08_Disorderly Conduct_1_0_0_1",1,"",NA,"0","0","Mar","Spring","Spring 2013","Mar 2013"
"1328",1374,"Male",2015,"Disorderly Conduct","Other disorderly conduct","entered another student's room late at night and without knocking on closed door or announcing presence, disturbed personal property, and verbally confronted him using profanity.",2013-03-08,"1","0","0",1,"2013","2013-03-08_Disorderly Conduct_1_0_0_1",1,"",NA,"0","0","Mar","Spring","Spring 2013","Mar 2013"
"1329",1389,"Male",2014,"Theft","Theft/misappropriation of University property","student admitted to trying to take a table from frist for use in his room.",2013-03-08,"0","0","0",1,"2013","2013-03-08_Theft_0_0_0_1",1,"",NA,"1","0","Mar","Spring","Spring 2013","Mar 2013"
"1330",1390,"Male",2014,"Theft","Theft/misappropriation of University property","student admitted to trying to take a table from frist for use in his room.",2013-03-08,"0","0","0",1,"2013","2013-03-08_Theft_0_0_0_1",2,"not sure if two people, same event, or two counts for same person",NA,"1","0","Mar","Spring","Spring 2013","Mar 2013"
"1331",1372,"Male",2013,"Dishonesty/Fraud","Allow other to use ID: no alcohol","student gave tigercard to his brother for the purpose of entering his building and room.",2013-03-09,"0","0","0",0,"2013","2013-03-09_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Mar","Spring","Spring 2013","Mar 2013"
"1332",1369,"Male",2015,"Information Technology","Use of Univ electronic resources for commerce, politics, solicitation","student wrote email from princeton email to princeton listserv advertising outside commercial services.",2013-03-14,"0","0","0",0,"2013","2013-03-14_Information Technology_0_0_0_0",1,"",NA,"1","0","Mar","Spring","Spring 2013","Mar 2013"
"1333",1370,"Male",2013,"Dishonesty/Fraud","Dishonesty in Univ. matters","altered expired parking permit and hang tag from graduated senior in order to be able to park on campus.",2013-03-15,"0","0","0",0,"2013","2013-03-15_Dishonesty/Fraud_0_0_0_0",1,"",NA,"1","0","Mar","Spring","Spring 2013","Mar 2013"
"1334",1371,"Male",2015,"Disorderly Conduct","Other disorderly conduct","student threw another student's bike and knocked over trash cans in front of frist campus center.",2013-03-15,"1","0","0",0,"2013","2013-03-15_Disorderly Conduct_1_0_0_0",1,"",NA,"0","0","Mar","Spring","Spring 2013","Mar 2013"
"1335",1385,"Male",2016,"Theft","Theft/misappropriation of University property","misused the princeton university seal to represent a private business enterprise on facebook.",2013-03-21,"0","0","0",0,"2013","2013-03-21_Theft_0_0_0_0",1,"",NA,"1","0","Mar","Spring","Spring 2013","Mar 2013"
"1336",1375,"Male",2015,"Drugs","Possession/use of marijuana","student smoked marijuana in dorm room and was in possession of marijuana and marijuana grinder.",2013-03-30,"0","0","0",0,"2013","2013-03-30_Drugs_0_0_0_0",1,"",NA,"1","0","Mar","Spring","Spring 2013","Mar 2013"
"1337",1382,"Male",2015,"Alcohol","Serving to/by minors: high risk","student was present in his room during party at which hard alcohol was made available.",2013-03-30,"0","0","1",1,"2013","2013-03-30_Alcohol_0_0_1_1",1,"",NA,"0","0","Mar","Spring","Spring 2013","Mar 2013"
"1338",1383,"Male",2016,"Alcohol","Serving to/by minors: high risk","student hosted a party in his room at which hard alcohol was made available.",2013-03-30,"0","0","1",1,"2013","2013-03-30_Alcohol_0_0_1_1",2,"",NA,"0","0","Mar","Spring","Spring 2013","Mar 2013"
"1339",1376,"Male",2015,"Information Technology","Fraudulent or dishonest electronic activity","violated computer/it policies prohibiting the impersonation of another, unauthorized use of the university seal, and mass mailings, in that he sent an email purporting to be from housing office (using false header) to over 2000 students as a prank.",2013-04-01,"1","0","0",1,"2013","2013-04-01_Information Technology_1_0_0_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1340",1377,"Male",2015,"Information Technology","Unauthorized mass email","violated computer/it policies prohibiting the impersonation of another, unauthorized use of the university seal, and mass mailings, in that he sent an email purporting to be from housing office (using false header) to over 2000 students as a prank.",2013-04-01,"1","0","0",1,"2013","2013-04-01_Information Technology_1_0_0_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1341",1378,"Male",2015,"Information Technology","Fraudulent or dishonest electronic activity","violated computer/it policies prohibiting impersonation of another, unauthorized use of univ. name, and mass mailings: sent prank email purporting to be from housing to >2000 students and prank email to 95 purporting to be from another student.",2013-04-01,"1","0","0",1,"2013","2013-04-01_Information Technology_1_0_0_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1342",1379,"Male",2015,"Information Technology","Unauthorized mass email","violated computer/it policies prohibiting impersonation of another, unauthorized use of univ. name, and mass mailings: sent prank email purporting to be from housing to >2000 students and prank email to 95 purporting to be from another student.",2013-04-01,"1","0","0",1,"2013","2013-04-01_Information Technology_1_0_0_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1343",1384,"Female",2016,"Theft","Theft/misappropriation of University property","took trays of sushi from cafe viv.",2013-04-04,"0","0","0",0,"2013","2013-04-04_Theft_0_0_0_0",1,"",NA,"1","0","Apr","Spring","Spring 2013","Apr 2013"
"1344",1391,"Female",2013,"Disorderly Conduct","Other disorderly conduct","invited a male to shower in the womens restroom.",2013-04-05,"1","1","0",1,"2013","2013-04-05_Disorderly Conduct_1_1_0_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1345",1392,"Male",2013,"Disorderly Conduct","Other disorderly conduct","showered with his girlfriend in the women's restroom, creating an uncomfortable atmosphere for a fellow female resident.",2013-04-05,"1","1","0",1,"2013","2013-04-05_Disorderly Conduct_1_1_0_1",2,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1346",1458,"Female",2016,"Harassment/Respect for Others","Violation of dean's no-contact order","violated dnco on two occasions, in that she went to the other student's dorm and knocked on his door, and on a later date went to the eating club to which the other student belonged.",2013-04-06,"1","0","0",0,"2013","2013-04-06_Harassment/Respect for Others_1_0_0_0",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1347",1467,"Female",2016,"Information Technology","Fraudulent or dishonest electronic activity","student changed two of her soc 204 grades via her preceptor's open blackboard account.",2013-04-11,"0","0","0",0,"2013","2013-04-11_Information Technology_0_0_0_0",1,"",NA,"1","0","Apr","Spring","Spring 2013","Apr 2013"
"1348",1395,"Male",2015,"Alcohol","Open container in common area","student was found on roof of little and in possession of an open container of beer.",2013-04-13,"0","0","1",1,"2013","2013-04-13_Alcohol_0_0_1_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1349",1396,"Male",2015,"Health and Safety","Elevated surface","student was found on roof of little and in possession of an open container of beer.",2013-04-13,"0","0","1",1,"2013","2013-04-13_Health and Safety_0_0_1_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1350",1397,"Male",2015,"Health and Safety","Elevated surface","found on roof of little hall.",2013-04-13,"0","0","1",1,"2013","2013-04-13_Health and Safety_0_0_1_1",2,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1351",1387,"Male",2015,"Drugs","Possession of drug paraphernalia","possession of marijuana, glass pipe, and marijuana grinder.",2013-04-14,"0","0","0",1,"2013","2013-04-14_Drugs_0_0_0_1",1,"",NA,"1","0","Apr","Spring","Spring 2013","Apr 2013"
"1352",1388,"Male",2015,"Drugs","Possession/use of marijuana","possession of marijuana, glass pipe, and marijuana grinder.",2013-04-14,"0","0","0",1,"2013","2013-04-14_Drugs_0_0_0_1",1,"",NA,"1","0","Apr","Spring","Spring 2013","Apr 2013"
"1353",1399,"Male",2013,"Disorderly Conduct","Non-cooperation with DPS/police","student smoked tobacco in his room and ran away via an elevated surface (fire escape) after public safety officers knocked on his door.",2013-04-21,"0","0","0",1,"2013","2013-04-21_Disorderly Conduct_0_0_0_1",1,"",NA,"1","0","Apr","Spring","Spring 2013","Apr 2013"
"1354",1400,"Male",2013,"Health and Safety","Elevated surface","student smoked tobacco in his room and ran away via an elevated surface (fire escape) after public safety officers knocked on his door.",2013-04-21,"0","0","0",1,"2013","2013-04-21_Health and Safety_0_0_0_1",1,"",NA,"1","0","Apr","Spring","Spring 2013","Apr 2013"
"1355",1401,"Male",2013,"Health and Safety","Smoking (tobacco)","student smoked tobacco in his room and ran away via an elevated surface (fire escape) after public safety officers knocked on his door.",2013-04-21,"0","0","0",1,"2013","2013-04-21_Health and Safety_0_0_0_1",1,"",NA,"1","0","Apr","Spring","Spring 2013","Apr 2013"
"1356",1402,"Female",2013,"Health and Safety","Smoking (tobacco)","roommate was smoking tobacco in the room while she was present.",2013-04-21,"0","0","0",1,"2013","2013-04-21_Health and Safety_0_0_0_1",1,"",NA,"1","0","Apr","Spring","Spring 2013","Apr 2013"
"1357",1403,"Male",2017,"Disorderly Conduct","Unauthorized entry","violated local law by trespassing after hours at the hyatt regency princeton swimming pool.",2013-04-21,"0","0","0",1,"2013","2013-04-21_Disorderly Conduct_0_0_0_1",1,"",NA,"1","0","Apr","Spring","Spring 2013","Apr 2013"
"1358",1404,"Female",2017,"Disorderly Conduct","Other disorderly conduct","violated local law by trespassing after hours at the hyatt regency princeton swimming pool.",2013-04-21,"0","0","0",1,"2013","2013-04-21_Disorderly Conduct_0_0_0_1",2,"",NA,"1","0","Apr","Spring","Spring 2013","Apr 2013"
"1359",1415,"Female",2016,"Drugs","Possession/use of marijuana","ingested marijuana brownies.",2013-04-25,"0","0","0",0,"2013","2013-04-25_Drugs_0_0_0_0",1,"",NA,"1","0","Apr","Spring","Spring 2013","Apr 2013"
"1360",1419,"Male",2016,"Disorderly Conduct","Public urination","urinated in a stairwell in mathey.",2013-04-26,"1","0","1",0,"2013","2013-04-26_Disorderly Conduct_1_0_1_0",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1361",1409,"Male",2016,"Alcohol","Serving to/by minors: low risk","roommates had a party at which alcohol was served to minors.",2013-04-27,"0","0","1",1,"2013","2013-04-27_Alcohol_0_0_1_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1362",1410,"Male",2016,"Alcohol","Serving to/by minors: high risk","provided beer and hard liquor to minors in his room.",2013-04-27,"0","0","1",1,"2013","2013-04-27_Alcohol_0_0_1_1",2,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1363",1411,"Male",2016,"Alcohol","Serving to/by minors: high risk","provided beer and hard liquor to minors in his room.",2013-04-27,"0","0","1",1,"2013","2013-04-27_Alcohol_0_0_1_1",3,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1364",1412,"Male",2016,"Alcohol","Serving to/by minors: high risk","provided beer and hard liquor to minors in his room.",2013-04-27,"0","0","1",1,"2013","2013-04-27_Alcohol_0_0_1_1",4,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1365",1393,"Male",2015,"Dishonesty/Fraud","Fake ID: no alcohol","phyiscally resisted public safety, emts, and nurses at uhs. also found with false id.",2013-04-28,"0","0","1",1,"2013","2013-04-28_Dishonesty/Fraud_0_0_1_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1366",1394,"Male",2015,"Disorderly Conduct","Non-cooperation with medical personnel","phyiscally resisted public safety, emts, and nurses at uhs. also found with false id.",2013-04-28,"0","0","1",1,"2013","2013-04-28_Disorderly Conduct_0_0_1_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1367",1405,"Male",2018,"Assault","Assault -- Other","physically and verbally non-compliant with dps/pfars during transport; struck a doctor while being uncooperative at umcpp.",2013-04-28,"1","0","0",1,"2013","2013-04-28_Assault_1_0_0_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1368",1406,"Male",2018,"Disorderly Conduct","Non-cooperation with medical personnel","physically and verbally non-compliant with dps/pfars during transport; struck a doctor while being uncooperative at umcpp.",2013-04-28,"1","0","0",1,"2013","2013-04-28_Disorderly Conduct_1_0_0_1",1,"",NA,"0","0","Apr","Spring","Spring 2013","Apr 2013"
"1369",1398,"Female",2016,"Health and Safety","Elevated surface","student was on the roof of blair hall.",2013-05-01,"0","0","1",0,"2013","2013-05-01_Health and Safety_0_0_1_0",1,"",NA,"0","0","May","Spring","Spring 2013","May 2013"
"1370",1509,"Female",2015,"Drugs","Possession/use of other drug","possession of ritalin in the spring of 2013, in that she asked her roommate for a patch, and it was given to her.",2013-05-01,"0","0","0",1,"2013","2013-05-01_Drugs_0_0_0_1",1,"",NA,"1","0","May","Spring","Spring 2013","May 2013"
